,pos,count,entity
5701,N,3,experiment
5702,A,1,dreary
5703,N,1,hypothesis
5704,N,1,diligence
5705,N,4,principal
5706,N,13,extract
5707,^,1,non-vegetarians
5708,A,1,visible
5709,N,5,grill
5710,N,4,stir-fry
5711,^,9,HBP
5712,N,3,GP
5713,N,2,Hypertension
5714,A,3,disastrous
5715,N,10,Complications
5716,N,1,toss
5717,N,2,Attack
5718,N,3,damages
5719,N,3,tissues
5720,N,2,Stroke
5721,N,4,Failure
5722,N,2,workload
5723,A,2,Sexual
5724,N,4,Dysfunction
5725,A,6,erectile
5726,N,9,dysfunction
5727,N,3,libido
5728,N,1,Vision
5729,N,1,Loss
5730,N,15,Glaucoma
5731,A,5,damaging
5732,N,3,Chest
5733,N,1,Angina
5734,A,1,micro
5735,A,5,vascular
5736,N,14,run
5737,N,1,PAD
5738,A,1,Peripheral
5739,N,1,narrowing
5740,A,3,Frequent
5741,A,1,workaholic
5742,N,6,trance
5743,N,10,mellitus
5744,A,2,insufficient
5745,N,3,tier
5746,^,5,Gujarat
5747,^,11,Maharashtra
5748,^,2,Bihar
5749,^,1,Assam
5750,^,3,Bengal
5751,N,1,segments
5752,N,2,Counseling
5753,N,1,Consulting
5754,N,1,Classes
5755,N,2,coaching
5756,N,1,students/kids
5757,N,6,concentration
5758,A,2,analytical
5759,^,1,Cross
5760,N,2,Platform
5761,N,2,promoters
5762,^,1,Vastu
5763,^,1,Fengshui
5764,N,1,defects
5765,N,2,home/office
5766,N,3,vehicles
5767,N,4,savings
5768,N,1,assets
5769,A,1,Self-Healing
5770,N,1,doctor/hospital
5771,N,2,Anger
5772,^,2,Echo
5773,N,3,cardiologist
5774,N,1,angiogram/angiography
5775,N,10,function
5776,N,8,healings
5777,A,1,Sincere
5778,N,3,Gratitude
5779,A,4,loving
5780,^,1,Mikai
5781,N,2,inventor
5782,N,2,API
5783,N,2,Application
5784,N,2,Programming
5785,N,2,Interface
5786,N,1,blockages/sentiments
5787,N,1,strengths
5788,N,3,precautions
5789,^,2,CAD
5790,^,3,Triple
5791,^,2,Vessel
5792,A,4,Powerful
5793,^,1,Cardiologists
5794,N,1,confidentiality
5795,A,1,masked
5796,N,2,angiogram
5797,A,3,destined
5798,N,1,mountains
5799,^,2,Holy
5800,^,1,Quran
5801,^,3,Pancreatic
5802,N,1,Extracts
5803,A,3,eager
5804,A,4,dizzy
5805,^,8,Rheumatoid
5806,^,5,Arthritis
5807,^,2,Ovarian
5808,^,1,Cysts
5809,^,1,Stones
5810,^,4,L5
5811,A,6,Spinal
5812,A,4,Bulky
5813,N,9,Uterus
5814,^,2,Uterine
5815,^,4,CANCER
5816,A,10,Breast
5817,N,4,Asthma
5818,N,8,Liver
5819,^,2,Border
5820,^,4,Line
5821,A,6,challenging
5822,N,33,terms
5823,N,4,terminology
5824,N,1,grandmother’s
5825,N,2,radiation
5826,A,4,Able
5827,N,11,mexican
5828,A,3,approximate
5829,N,5,Author
5830,A,4,Japanese
5831,N,4,author
5832,^,14,Key
5833,N,9,Findings
5834,N,3,Workers
5835,N,3,workplace
5836,N,2,Sleepiness
5837,N,2,Costs
5838,A,2,Lost
5839,N,2,Productivity
5840,^,5,Kingdom
5841,N,2,Britons
5842,N,1,Relationships
5843,N,1,essence
5844,N,3,festivals
5845,N,1,birthdays
5846,N,1,Heartache/pain
5847,N,1,echo
5848,^,2,Angiogram
5849,A,4,shocked
5850,N,5,lipids
5851,N,7,Support
5852,N,2,celebrities
5853,Z,1,Mumbai’s
5854,^,3,VIP
5855,A,3,political
5856,N,3,leader
5857,A,4,prominent
5858,N,2,ruling
5859,N,1,surgeons
5860,A,3,unbearable
5861,A,9,6th
5862,N,1,ex-Mayor
5863,^,9,Thane
5864,^,1,Corporator
5865,N,2,Ruling
5866,N,4,chemotherapy
5867,N,9,bananas
5868,N,1,chunk
5869,N,2,liberty
5870,N,2,Reports
5871,N,11,physiotherapy
5872,N,1,MHZ
5873,N,2,Physiotherapist
5874,N,2,husband’s
5875,Z,1,God's
5876,A,1,beloved
5877,N,3,father
5878,N,2,nation
5879,^,7,Mahatma
5880,^,6,Gandhi
5881,^,1,VIPs
5882,A,2,ex-chief
5883,N,4,transfer
5884,N,1,waist/back
5885,^,1,Ex
5886,^,1,Mayor
5887,A,2,Current
5888,N,1,corporator
5889,^,1,VALSAD
5890,^,1,GUJARAT
5891,N,1,SEMINAR
5892,N,4,teachers
5893,N,9,participants
5894,N,1,phobia/fear
5895,N,4,mathematics
5896,^,2,Guajarati
5897,^,2,Kids
5898,N,8,seminar
5899,N,2,motivational
5900,N,2,children’s
5901,N,1,/Youth
5902,N,2,Ankle
5903,A,1,Physiotherapy
5904,N,7,leads
5905,^,1,Ahmadabad
5906,^,1,Surat
5907,^,1,Vapi
5908,^,1,Baroda
5909,N,2,seminars
5910,^,1,Mulund
5911,^,1,Vashi
5912,^,1,Vadala
5913,^,1,Gulbarga
5914,^,1,Belgaum
5915,N,1,seminar/camps
5916,N,1,Celebrities
5917,N,1,Astrologers
5918,A,1,Famous
5919,N,2,Industrialists
5920,^,3,Cricket
5921,N,1,players
5922,N,1,politicians
5923,^,1,Prashanth
5924,^,1,Bhandarkar
5925,N,1,Breakthrough
5926,^,3,Jamshedpur
5927,N,1,cardiologists
5928,A,4,cardiac
5929,N,5,impacts
5930,N,5,sinusitis
5931,^,3,Leonard
5932,^,2,Thompson
5933,N,2,eye’s
5934,A,6,optic
5935,N,19,front
5936,N,2,eye-sight
5937,N,10,luck
5938,A,4,retinal
5939,^,2,Ophthalmologist/Medical
5940,A,5,blind
5941,^,2,Technician
5942,^,3,Ophthalmologist
5943,N,4,Anything
5944,N,2,Chant
5945,^,3,Kleem
5946,^,3,Krishnaya
5947,^,2,Namah
5948,N,1,clinic/
5949,A,5,diagnostic
5950,N,4,Congratulations
5951,^,1,Sadashiv
5952,^,3,Rao
5953,N,1,Story
5954,N,1,Desire
5955,N,2,Decision
5956,N,5,determination
5957,A,1,Determined
5958,A,1,stepping
5959,N,9,stone
5960,N,1,negativity/
5961,N,1,entities/people
5962,A,1,down/
5963,A,4,jealous
5964,N,5,Journey
5965,N,1,champion
5966,A,2,advisable
5967,N,1,cubes
5968,N,14,Share
5969,A,2,Prosperous
5970,^,2,Diwali
5971,N,1,cancer/disorder
5972,N,3,failures
5973,N,2,silence
5974,A,2,cumulative
5975,N,2,deposit
5976,N,4,deposits
5977,^,2,Prostaglandins
5978,N,22,hormone
5979,N,2,Endorphin
5980,A,11,damaged
5981,N,4,prostaglandins
5982,A,9,injured
5983,N,2,nerve/nervous
5984,N,5,stem
5985,N,2,killers/steroid
5986,N,2,Vial
5987,N,2,cc
5988,N,1,unit
5989,^,2,Connaught
5990,^,1,Laboratories
5991,N,1,anti-toxin
5992,N,1,laboratories
5993,N,2,Hormone
5994,A,4,OLD
5995,N,1,AGE
5996,N,1,TRANSPLANT
5997,N,1,TESTIMONIALS
5998,N,12,transplant
5999,^,1,Sumathi
6000,^,1,Prakash
6001,N,1,resident
6002,^,1,Valsad
6003,^,1,Gurjath
6004,A,1,impressed
6005,N,2,messenger
6006,A,6,winning
6007,N,1,medal
6008,A,3,Dry
6009,A,1,Fourth
6010,N,1,Astrological
6011,N,1,ZODIAC
6012,N,1,SIGN
6013,^,1,Caner
6014,^,2,Healing)
6015,N,5,instance
6016,N,2,metastasis
6017,^,2,Endometrial
6018,N,6,uterus
6019,A,2,pelvic
6020,N,2,lymph
6021,N,1,vagina
6022,A,4,bulky
6023,N,1,MRI
6024,^,18,Jan
6025,N,6,Size
6026,A,9,4th
6027,N,9,mm
6028,A,2,30th
6029,^,13,Sep
6030,N,5,hologram
6031,N,2,percents
6032,A,6,infected
6033,^,26,Parkinson’s
6034,N,4,dementia
6035,A,11,neurological
6036,N,1,disconnection
6037,^,9,San
6038,A,2,bankrupt
6039,Z,1,actor’s
6040,N,2,actress
6041,N,4,fan
6042,N,2,politician
6043,N,6,throat
6044,N,1,round
6045,N,4,check-ups
6046,Z,1,Maharashtra’s
6047,N,1,minister’s
6048,N,4,return
6049,^,1,Kgs
6050,N,1,effects)it
6051,N,6,shape
6052,N,1,pipeline
6053,N,1,turnover
6054,N,7,CR
6055,N,2,naturopathy
6056,A,1,poor/common
6057,A,1,filthy
6058,N,2,gap
6059,N,1,Citizen
6060,^,2,MS
6061,N,1,Computer
6062,A,2,gold
6063,N,2,medals
6064,^,4,REIKI
6065,N,1,Innings
6066,N,1,mom’s
6067,N,1,gentleman
6068,N,1,methodology
6069,A,1,Heavy
6070,A,3,Less
6071,A,1,Significant
6072,N,1,reductions
6073,N,1,REPORT
6074,N,1,UTERUS
6075,N,2,SIZE
6076,^,1,KLEEM
6077,^,1,KRISHANAYA
6078,^,1,NAMAH
6079,^,5,Daily
6080,^,1,Alfred
6081,^,1,Ford
6082,N,1,snap
6083,N,1,NOTHING
6084,A,1,OWN
6085,N,2,INSECURITIES
6086,A,1,CONFIDENT
6087,A,1,INNER
6088,N,1,STRENGTH
6089,Z,3,Alzheimer's
6090,N,7,neuron
6091,A,6,abnormal
6092,^,2,amyloid
6093,N,2,tau
6094,^,12,Alzheimer’s
6095,A,2,irreversible
6096,A,7,progressive
6097,N,2,atrophy
6098,A,2,Shrunken
6099,N,2,molecules
6100,N,4,breakdown
6101,A,2,mid-60s
6102,A,22,alone
6103,A,2,6th-leading
6104,N,5,Half
6105,^,9,Egypt
6106,^,7,MEXICAN
6107,^,6,Karma/sins
6108,A,4,Auto
6109,N,3,hypnosis
6110,N,5,shield
6111,N,3,Shamanic
6112,N,3,nostrils
6113,N,3,diaphragm
6114,N,3,hours/
6115,N,3,tranquilizer
6116,A,3,drowsy
6117,N,10,majority
6118,N,3,server
6119,N,3,joint/neck
6120,A,3,current/past
6121,N,7,symbol
6122,N,5,dream
6123,N,6,exorcism
6124,N,3,curse
6125,N,3,mare
6126,N,10,removals
6127,N,3,weapon
6128,A,1,Highest
6129,N,1,Shots
6130,^,1,Elizabeth
6131,^,2,Hughes
6132,^,1,Gossett
6133,A,3,19th
6134,^,1,Evan
6135,A,2,devastating
6136,^,1,Hyperglycaemia
6137,N,1,insulin-dependent
6138,A,1,juvenile
6139,N,1,childhood-onset
6140,A,2,deficient
6141,A,7,excessive
6142,N,1,polydipsia
6143,N,1,non-insulin-dependent
6144,A,1,ineffective
6145,N,4,inactivity
6146,N,5,onset
6147,A,4,Gestational
6148,^,1,hyperglycaemia
6149,A,1,prenatal
6150,A,2,Impaired
6151,A,4,impaired
6152,^,2,glycaemia
6153,^,2,IFG
6154,A,1,intermediate
6155,N,1,normality
6156,^,1,IGT
6157,A,3,inevitable
6158,N,3,consequences
6159,A,1,three-fold
6160,N,9,ulcers
6161,N,4,limb
6162,A,2,moderate-intensity
6163,N,2,Diagnosis
6164,N,1,cessation
6165,N,1,Interventions
6166,A,2,cost-saving
6167,A,1,feasible
6168,A,11,Other
6169,N,6,interventions
6170,N,7,lipid
6171,N,1,adoption
6172,N,2,surveillance
6173,A,2,middle-income
6174,A,19,scientific
6175,A,1,noncommunicable
6176,N,1,norms
6177,N,4,epidemic
6178,N,1,governments
6179,A,3,civil
6180,N,1,population-wide
6181,N,12,growing
6182,N,7,mmol/L
6183,N,5,distribution
6184,N,1,plasma
6185,A,1,theoretical
6186,^,2,epidemiological
6187,A,1,statistical
6188,N,4,FACE
6189,N,2,BOOK
6190,N,6,emergency
6191,N,1,Politician
6192,A,2,excretory
6193,N,2,star
6194,N,1,actor
6195,N,1,bollywood
6196,N,7,appointment
6197,^,1,Monday/Tuesday
6198,A,1,GLOBAL
6199,N,3,diary
6200,A,2,mindless
6201,N,2,snacking
6202,^,1,android
6203,^,1,ios
6204,N,4,apps
6205,A,1,online/playstore
6206,N,12,Men
6207,N,3,doubts
6208,N,43,walking
6209,^,1,Hypoglycaemia
6210,N,12,anti
6211,N,1,THREAT
6212,N,2,Target
6213,^,3,Cardio
6214,A,2,Vascular
6215,N,56,million
6216,S,2,year–that’s
6217,A,6,Coronary
6218,N,15,CHD
6219,A,3,circulatory
6220,N,3,angina
6221,A,4,Overall
6222,N,4,economy
6223,N,3,accounting
6224,A,4,female
6225,N,5,mortality
6226,N,2,accounts
6227,A,3,one-third
6228,A,3,official
6229,A,4,rural
6230,N,3,fifth
6231,N,3,Prof
6232,N,2,M.M.S.
6233,^,2,Ahuja
6234,^,3,RSSDI
6235,N,2,meetings
6236,N,1,facilities
6237,N,1,cooperation
6238,^,1,B.B.
6239,^,1,Tripathy
6240,^,1,O.P.
6241,^,1,Gupta
6242,^,1,Ahmedabad
6243,^,1,Vinod
6244,^,1,Kumar
6245,A,5,29th
6246,Z,1,Society’s
6247,N,3,Department
6248,^,1,Medial
6249,^,5,Sciences
6250,N,1,AIIMS
6251,N,9,Drug
6252,N,1,Administration
6253,N,2,aspartame
6254,N,1,Majority
6255,N,2,tunnel
6256,N,4,length
6257,N,1,day-after-day
6258,N,9,glands
6259,N,2,images
6260,N,1,dialogues
6261,A,1,Mechanical
6262,N,1,Engineer
6263,N,3,engineering
6264,N,3,institute
6265,^,1,VJTI
6266,N,2,Manufacturing
6267,^,1,Disease/Silent
6268,^,1,Agree
6269,N,7,testimonial
6270,^,3,PPBS
6271,N,4,Method
6272,N,1,Postures
6273,N,5,Light
6274,N,1,allopahtic
6275,N,2,havoc
6276,^,1,Grandmaster
6277,N,2,quote
6278,A,1,luckiest
6279,N,1,momentum
6280,A,1,built-in
6281,N,3,crisis
6282,Z,2,Buddha's
6283,A,1,golden
6284,N,2,Acres
6285,^,3,Land
6286,N,2,surrounding
6287,N,61,Home
6288,N,2,contacts
6289,N,1,Estate
6290,N,1,#adolescence
6291,N,1,urination
6292,N,1,#fatigue
6293,^,1,V
6294,A,6,Dependent
6295,N,3,Case
6296,N,3,ear
6297,N,1,astrologer
6298,N,2,Rice
6299,A,1,phenomenal
6300,^,6,Bonus
6301,^,2,Points
6302,A,1,Silent
6303,N,1,Apologies
6304,N,2,Readers
6305,N,3,demand
6306,^,2,Kindle
6307,Z,1,Relative's
6308,N,1,Result
6309,^,3,Juhu
6310,A,1,grand
6311,N,10,son
6312,S,1,singer's
6313,N,2,brother
6314,N,1,singer
6315,N,3,Speech
6316,N,4,Phobia
6317,N,2,Memory
6318,N,2,computers
6319,N,1,pause
6320,A,1,mathematical
6321,N,3,distance
6322,A,1,Greatest
6323,N,61,cup
6324,^,1,Masha
6325,A,1,Islamic
6326,N,1,/Diabetes
6327,N,2,businesses
6328,N,2,Name
6329,^,1,BANCA
6330,N,2,regions
6331,N,1,residents
6332,N,1,Spot
6333,N,1,Ranking
6334,^,197,#
6335,N,5,Million
6336,N,2,cities/town
6337,^,6,Andheri
6338,^,1,Santa
6339,^,1,Cruz
6340,N,1,Half/Second
6341,^,2,Kolaphur
6342,^,1,Salem
6343,^,1,Coimbatore
6344,^,2,Mettur
6345,A,1,Exact
6346,^,3,TN
6347,^,2,Partner
6348,^,1,Mumbaikars
6349,^,3,2017/Jan
6350,N,2,Formulas
6351,N,1,Days
6352,N,6,pilot
6353,^,3,Ganesh
6354,Z,1,Mumbaikar’s
6355,^,1,Purana
6356,N,3,Principles
6357,N,1,lord
6358,^,1,Ganesha
6359,N,1,devotees
6360,N,20,leaves
6361,^,1,Ayurveda
6362,N,1,Blockage
6363,^,1,Dialysis/Stones
6364,N,1,Impotency
6365,^,17,Thyroid
6366,^,1,VASTU
6367,^,1,Astrologic
6368,A,1,Planetary
6369,N,1,Entities/Spirit
6370,^,1,Black
6371,A,2,Financial
6372,N,5,difficulties
6373,N,1,debts
6374,N,3,symptom
6375,N,2,Lifestyle
6376,N,3,compliance
6377,A,2,higher-than-average
6378,A,3,controllable
6379,^,1,Dos
6380,N,1,Don'ts
6381,N,3,FOOT
6382,N,1,CARE👌💙🤸‍♀
6383,N,1,nr
6384,N,8,calcium
6385,N,1,grapefruit
6386,N,1,coleslaw
6387,N,1,blood-glucose
6388,N,1,poses
6389,N,1,asans
6390,S,1,expert's
6391,N,5,asanas
6392,N,1,postures
6393,N,1,Flame
6394,N,3,flame
6395,N,28,hope
6396,^,3,Fredrick
6397,^,1,Square
6398,^,6,London
6399,^,1,Ontario
6400,N,10,benefit
6401,^,12,¼
6402,^,1,⅓
6403,N,4,spoons
6404,^,2,Kashyap
6405,N,26,invite
6406,N,4,platform
6407,S,5,child’s
6408,N,1,midst
6409,N,2,concern
6410,A,1,institutional
6411,A,1,affordable
6412,A,1,equitable
6413,N,4,technologies
6414,A,1,wider
6415,N,1,WDD
6416,N,1,stakeholder
6417,A,6,opposite
6418,N,1,qualities
6419,^,1,Hippocrates
6420,A,1,prestigious
6421,N,3,reward
6422,^,1,COR
6423,N,4,certificate
6424,N,1,Recognition
6425,^,8,Note
6426,N,1,Summit/Diabetes
6427,N,14,endocrine
6428,N,1,diabteologists
6429,N,2,transplants
6430,^,9,France
6431,^,1,Bahrain
6432,^,2,Russia
6433,^,2,Czech
6434,^,3,Republic
6435,^,1,Slovak
6436,^,1,Saudi
6437,^,1,Arabia
6438,^,1,Greece
6439,^,1,Macedonia
6440,N,43,conference
6441,^,1,Hamzeh
6442,^,3,J
6443,^,1,Awad
6444,^,1,Al
6445,^,1,Khawarizmi
6446,^,1,Lalit
6447,^,3,Singh
6448,^,1,Pukhrambam
6449,^,1,Wayne
6450,N,7,Abstract
6451,N,1,Series
6452,N,2,Metabolism
6453,N,1,venue/hotel
6454,N,1,delegates
6455,N,7,Speaker
6456,^,3,Osaka
6457,N,32,lead
6458,A,1,Immediate
6459,^,174,
6460,N,2,net-worth
6461,N,2,industrialist
6462,^,1,KG
6463,A,2,Severe
6464,N,6,ankle
6465,N,10,meters
6466,A,1,Gastric
6467,N,2,liter
6468,N,1,whiskey
6469,N,1,Litigation
6470,N,1,issues/losses
6471,^,1,Rotis/Chapattis
6472,N,1,SUVs
6473,N,1,Cruiser
6474,^,1,Rovers
6475,N,1,drivers
6476,N,1,massagers
6477,N,1,Massager
6478,N,2,KMs
6479,A,1,litigated
6480,N,2,property
6481,N,1,KGs
6482,N,1,medicines/powders
6483,N,1,Money
6484,^,4,Pakistan
6485,N,2,ownership
6486,N,1,Equipment
6487,N,4,Fasting
6488,A,1,Random
6489,N,25,watch
6490,A,1,wholesale
6491,N,1,dealership
6492,N,8,id
6493,N,1,dealers
6494,N,2,Regions
6495,^,3,#World
6496,^,1,#Women
6497,N,1,#right
6498,A,2,#healthy
6499,^,1,#GDM
6500,^,1,type2diabetes
6501,N,3,cultures
6502,A,5,religious
6503,N,3,traditions
6504,N,4,humor
6505,^,1,mirthful
6506,N,6,laughter
6507,N,2,prandial
6508,A,1,Optimal
6509,N,5,mins
6510,N,1,comedy
6511,N,2,movies
6512,N,7,print
6513,N,1,optimist
6514,N,1,districts
6515,^,2,Uttar
6516,A,9,14th
6517,^,4,CSII
6518,N,2,Pump
6519,^,1,Arnold
6520,^,1,Kadish
6521,^,6,California
6522,A,1,marine
6523,N,1,backpack
6524,A,1,Rigorous
6525,N,1,pillars
6526,N,2,Progress
6527,N,2,Recovery
6528,N,2,Testicle
6529,N,9,mode
6530,N,2,Anus
6531,^,1,Pipeline
6532,^,4,Alzheimer
6533,N,5,Dialysis
6534,N,2,Schizophrenia
6535,N,2,Skin
6536,N,3,Disorder
6537,N,2,Practitioner
6538,N,4,clinic
6539,^,6,ayurvedic
6540,^,7,Hindi
6541,A,9,regional
6542,N,2,counsel
6543,A,1,vacant
6544,A,18,Metabolic
6545,^,1,Jackfruit
6546,^,2,macular
6547,N,3,degeneration
6548,^,2,AMD
6549,N,3,B6
6550,A,1,pyridoxine
6551,A,1,Rare
6552,A,4,complex
6553,^,1,Anemia
6554,^,1,Carotene-ß
6555,^,1,Xanthin
6556,^,2,Lutein
6557,N,3,Researches
6558,A,1,age-related
6559,N,1,cataracts
6560,^,1,Pro-Vitamin
6561,N,3,eggplant
6562,N,1,TRAINING
6563,N,2,COUNSELLING
6564,N,1,Skill
6565,N,1,Admissions
6566,^,1,📞
6567,^,2,9821093902
6568,A,1,PROFESSIONAL
6569,A,1,contemporary
6570,N,1,Methodology
6571,N,3,Counselling
6572,N,2,trainer
6573,^,1,Minnu
6574,^,1,Bhonsle
6575,N,2,Certificate
6576,N,1,Course
6577,N,3,Sensitivity
6578,A,3,practical
6579,N,1,Centre
6580,^,1,Jerbai
6581,^,1,baug
6582,^,1,Gloria
6583,^,1,Church
6584,^,1,Byculla
6585,A,1,people-oriented
6586,N,1,professions
6587,A,1,Occupational
6588,N,1,Therapist
6589,N,1,Personnel
6590,N,1,Leaders
6591,N,1,Trainers
6592,^,1,Paramedical
6593,N,1,Psychology
6594,N,2,Teachers
6595,N,1,lecturers
6596,N,3,professors
6597,A,4,Social
6598,N,1,Counsellors
6599,^,1,NGO
6600,N,1,Trainees
6601,N,4,Email
6602,N,1,Prospectus
6603,N,1,#psychotherapy
6604,A,4,dental
6605,N,2,checkup
6606,N,2,Brush
6607,A,4,precious
6608,N,1,Gurus
6609,^,4,Hollywood
6610,^,1,Angeles/LA
6611,N,3,messages
6612,^,3,Government
6613,^,4,Central
6614,N,1,bureaucrats
6615,N,1,parliament
6616,N,1,ministers
6617,A,2,central
6618,N,1,government
6619,^,1,VVIP’s
6620,A,5,Prime
6621,N,3,Minister
6622,^,2,Gangrene
6623,N,2,Neuropathy
6624,N,1,Paralysis
6625,N,1,Osteoporosis
6626,N,3,Disk
6627,N,2,Compression
6628,N,1,Sciatica
6629,N,1,Travel
6630,A,2,26th
6631,^,2,7760749867
6632,^,1,Heatlh
6633,A,1,metropolitan
6634,A,2,polluted
6635,N,2,pollution
6636,^,1,Environmental
6637,N,1,Protection
6638,N,1,Agency
6639,N,1,coal
6640,N,5,plants
6641,N,1,spew
6642,N,1,pollutant
6643,N,9,PM
6644,A,1,particulate
6645,N,1,soot
6646,N,1,dust
6647,N,4,asthma
6648,Z,1,China’s
6649,^,1,Yale
6650,N,1,span
6651,N,1,infants/kids
6652,A,1,bestselling
6653,N,4,Title
6654,N,2,publications
6655,^,1,Fathers
6656,N,2,pressures
6657,^,1,Joshi
6658,N,1,Everybody
6659,A,3,Blue
6660,N,2,Brick
6661,N,1,Syringe
6662,N,1,Model
6663,N,7,auto
6664,N,2,syringe
6665,N,1,introduction
6666,N,1,excitement
6667,N,1,user
6668,A,12,friendly
6669,N,1,screw
6670,N,1,driver
6671,N,4,animals
6672,^,11,Christmas
6673,^,1,Peace
6674,N,5,advances
6675,A,1,safer
6676,N,2,E-mail
6677,^,1,🌮🌮🌮
6678,^,4,Uroscopy
6679,N,1,Flask
6680,N,1,Tool
6681,^,1,Roman
6682,A,1,Byzantine
6683,N,1,eras
6684,N,1,sthethoscope
6685,N,1,thermometers
6686,^,1,Urosopy
6687,N,1,flask
6688,N,1,representation
6689,N,2,sistas
6690,A,1,badass
6691,N,1,babes
6692,N,2,logbook
6693,N,1,Friends/Group
6694,N,3,planet
6695,N,4,Moon
6696,N,1,Path/Destiny
6697,^,1,DD
6698,^,1,MM
6699,N,1,Path
6700,A,3,applicable
6701,A,2,Neurological
6702,N,3,Luck
6703,A,2,Lucky
6704,N,2,Water
6705,N,1,Glass
6706,A,1,silver
6707,A,1,needy
6708,N,1,bliss
6709,N,43,wisdom
6710,^,1,Monday/Full
6711,N,6,calendar
6712,N,1,Pearl
6713,N,1,movie/serial
6714,N,1,alphabet
6715,^,3,O
6716,^,1,Z
6717,^,1,Siva
6718,N,2,honesty
6719,N,3,satisfaction
6720,N,2,Wishes
6721,^,2,Banca
6722,A,6,stressed
6723,N,4,remedy
6724,A,1,refreshed
6725,N,2,infants
6726,A,1,worrisome
6727,N,1,Ad
6728,N,9,Head
6729,N,9,communication
6730,N,2,science/anatomy/biology
6731,N,6,languages
6732,A,3,vast
6733,N,2,learners
6734,A,2,down-to-earth
6735,N,2,society/people
6736,N,6,background
6737,A,7,Willing
6738,^,2,Bangalore/Mumbai
6739,N,4,Remuneration
6740,N,4,Directors
6741,N,3,forth
6742,N,1,Rupees
6743,N,2,requests
6744,^,2,china
6745,N,1,inquiry
6746,A,1,COMPLETE
6747,N,1,CURE
6748,N,9,side-effects
6749,N,1,Dollar
6750,^,2,Languages
6751,A,5,Bank
6752,^,1,ICICI
6753,N,1,IFSC
6754,N,1,Code
6755,^,3,paypal
6756,N,5,screen
6757,N,1,email-id
6758,A,4,Soft
6759,N,2,/INR
6760,N,3,sport
6761,N,1,mobiles
6762,N,6,lift
6763,A,1,salty
6764,A,1,sucky
6765,N,1,Medium
6766,N,1,trips
6767,A,3,stable
6768,^,5,A1c
6769,A,5,Sure
6770,N,1,bumps
6771,N,1,identity
6772,^,4,
6773,A,25,mean
6774,^,4,North
6775,A,1,little/no
6776,^,2,Kannada
6777,^,2,Konkani
6778,^,2,Marathi
6779,^,2,Bengali
6780,^,1,Telugu
6781,^,1,Malayalam
6782,^,1,Urdu
6783,N,1,nut-shell
6784,N,3,Myths
6785,N,2,Comparison
6786,^,1,Ayruvedic
6787,A,2,Hard
6788,N,2,courier
6789,N,2,charges
6790,N,1,Members/Group
6791,N,1,countries/region
6792,N,6,franchise
6793,N,2,workshop
6794,A,1,respective
6795,N,1,resources(healers
6796,N,1,owners
6797,N,1,franchisees
6798,N,1,Franchise
6799,A,5,trained
6800,N,1,freelancer
6801,N,5,staff
6802,N,4,Entrepreneurs
6803,N,4,bulk
6804,N,1,methods/healing
6805,^,3,Cardiac
6806,N,1,Surgeon
6807,^,1,Jersey
6808,N,2,clot
6809,N,2,chat
6810,A,4,weird
6811,N,1,Dementia
6812,N,3,complexity
6813,N,5,tumor
6814,^,1,Pongal
6815,^,3,Festival
6816,N,8,Stage
6817,N,2,gangrene
6818,^,1,Alopathic
6819,N,3,wounds
6820,^,2,allopathy
6821,N,1,www
6822,A,1,painless
6823,^,1,Andrea
6824,^,1,Penney
6825,^,7,Joslin
6826,A,6,wide
6827,N,1,angle
6828,A,1,pinched
6829,N,8,needle
6830,N,2,Camp/Seminar
6831,^,2,Borivali
6832,A,2,13th
6833,N,3,Venue
6834,A,9,mid
6835,N,3,Investors
6836,A,2,busy/dynamic
6837,N,2,Seekers
6838,A,2,Unemployed
6839,N,4,openings
6840,N,1,Store
6841,^,3,lancets
6842,N,4,pouch
6843,A,1,Unclean
6844,N,12,Meter
6845,N,4,strip
6846,A,1,Expired/outdated
6847,N,1,Director/Corporate
6848,N,1,Person
6849,A,7,Quick
6850,S,1,customer's
6851,A,5,senior
6852,N,2,stakeholders
6853,^,1,Mumbai/Bangalore
6854,N,2,organizers
6855,A,7,Overseas
6856,N,1,Objectives
6857,N,1,Powder/Herbal
6858,N,1,Powder/Gel
6859,N,1,/Lotion
6860,A,3,retired
6861,N,9,pay
6862,N,7,package
6863,N,1,commission
6864,N,1,remuneration
6865,N,1,Gender
6866,N,1,caste/religion
6867,A,1,Busy
6868,A,5,prediabetic
6869,A,1,priced
6870,N,1,goofyif
6871,A,2,vice
6872,N,4,statistics
6873,N,1,Panic
6874,^,1,https
6875,^,6,Parkinson's
6876,N,9,dopamine
6877,N,2,Dopamine
6878,N,3,Causes
6879,A,2,Typical
6880,A,2,Masked
6881,A,2,facial
6882,N,2,expression
6883,N,4,rigidity
6884,N,2,extremities
6885,N,2,trunk
6886,N,2,Impact
6887,N,5,hypothalamus
6888,N,2,nuclei
6889,A,10,pituitary
6890,N,25,gland
6891,A,7,Endocrine
6892,N,8,bloodstream
6893,N,2,floss
6894,N,4,decay
6895,N,1,#glucose
6896,N,1,Physicians
6897,^,3,Healthcare
6898,N,1,Physician
6899,N,2,congress
6900,N,1,Moderator
6901,N,2,Chair/Co-chair
6902,N,1,symposium
6903,N,8,invitation
6904,N,1,Logo
6905,^,2,hummingbird
6906,N,2,logo
6907,N,1,origin
