,pos,count,entity
21193,N,1,food/drug
21194,N,1,bodys
21195,N,1,self-preservation
21196,A,1,fat-storage
21197,N,2,undertaking
21198,N,1,weight/fat
21199,N,1,post-food
21200,N,1,a1c13
21201,N,1,41g
21202,N,1,serv
21203,N,1,Tap
21204,N,1,positive😏
21205,N,1,Sweet🍭dreams😴
21206,N,1,be💯🦄💙
21207,^,1,Microtainer
21208,^,1,Contact-activated
21209,^,1,💔💔Stress
21210,N,3,brick
21211,^,4,icu
21212,^,1,IVs
21213,^,1,Bai
21214,A,10,blueberry
21215,A,4,bland
21216,A,1,pre-boiled
21217,A,1,pre-peeled
21218,N,1,pre-test
21219,N,1,drug-dependant
21220,N,1,pre-meals
21221,N,1,nearabouts
21222,N,1,dibetologist
21223,^,1,AVERGAE
21224,N,1,drug/insulin
21225,N,1,night😊
21226,^,1,💯🦄💙
21227,^,2,Papa
21228,^,1,John's
21229,^,2,Trisibia
21230,^,2,Groundhog
21231,N,3,weekdays
21232,^,1,Walmart.com
21233,A,8,Frustrating
21234,N,10,discharge
21235,N,4,Patterns
21236,A,6,Interstitial
21237,A,4,shaded
21238,N,2,droplet
21239,^,6,Bolus
21240,N,8,dots
21241,N,2,dot
21242,A,1,non-diabetic’s
21243,N,1,13mmol/L
21244,A,4,converted
21245,N,1,originals
21246,N,3,converts
21247,N,1,converters
21248,N,1,way!''
21249,N,1,f*ck
21250,N,3,conspiracy
21251,N,1,theorists
21252,^,1,timeWhat
21253,N,2,foots
21254,^,1,stopWhat
21255,N,1,Kitty
21256,^,2,FD
21257,^,2,Cellulitis
21258,A,4,reluctant
21259,N,3,bandages
21260,^,1,Yvonne
21261,^,1,detailsIf
21262,N,5,avail
21263,N,1,flu/lung
21264,N,4,flair
21265,^,1,Vaseline
21266,^,5,aloe
21267,A,1,moisturizing
21268,N,3,junkies
21269,^,1,xxGood
21270,N,2,daughter(6years
21271,^,141,Watch
21272,N,10,receiver
21273,^,1,OS
21274,N,1,synch
21275,^,7,Novalin
21276,A,11,enlarged
21277,N,3,MONTHS
21278,^,1,rbs
21279,^,2,Annie
21280,N,1,med(onglyza
21281,N,1,kids's
21282,^,1,afternoonBlood
21283,^,2,Y/N
21284,N,4,COMMENTS
21285,A,6,ENOUGH
21286,N,3,RESPONSES
21287,N,2,PURPOSE
21288,A,3,northwest
21289,N,1,suplement
21290,N,1,target😊
21291,^,1,Josiane
21292,^,1,Caldeira
21293,^,1,Marques
21294,N,20,bake
21295,N,2,admins/moderators
21296,^,2,Soufiane
21297,^,1,Nafie
21298,^,2,Abdellah
21299,^,1,Mouhna
21300,A,1,non-commercial
21301,N,6,documents
21302,N,6,physiology
21303,^,1,gaye
21304,^,5,ho
21305,^,1,kya
21306,N,1,inshlin
21307,^,1,💙Valentines
21308,^,1,Humor💙
21309,A,2,6year
21310,N,1,schooling
21311,N,6,bubbles
21312,N,1,COMPLICATIONS
21313,N,2,Thnks
21314,^,1,Febr
21315,N,3,dictor
21316,N,2,xrays
21317,Z,1,CHARCOTS
21318,^,1,appreciatedThey
21319,N,2,endrocrinologist
21320,^,1,😍🤗
21321,N,1,snowflake
21322,N,7,stranger
21323,A,4,Honest
21324,N,2,Allulose
21325,^,1,Bruschetta
21326,A,1096,very
21327,N,7,baseline
21328,N,4,pos
21329,N,3,pinkie
21330,N,1,hands)
21331,N,1,answers/comments
21332,N,11,gal
21333,^,1,headMy
21334,N,6,coworker
21335,A,5,ole
21336,A,2,peppered
21337,^,2,Louisville
21338,N,1,pickle😋
21339,N,2,convict
21340,^,2,Menopause
21341,^,1,JS
21342,N,1,newsWaiting
21343,N,1,kiosk
21344,N,2,Mall
21345,^,1,Hardware
21346,N,1,clasps
21347,N,1,Belt
21348,N,1,Loops
21349,N,2,Purse
21350,N,1,Straps
21351,N,4,BAG
21352,N,3,allot
21353,N,4,ranting
21354,N,1,diagnosis/pre-diabetes
21355,N,5,FEAR
21356,A,1,red/purple
21357,N,1,sperms
21358,N,1,disgrace
21359,N,48,spoke
21360,N,1,toiletting
21361,N,2,regulary
21362,A,1,MAAAAD
21363,N,1,HELL😡😡
21364,N,1,TARGET
21365,N,1,self-checkout
21366,N,2,collector
21367,^,1,😡I
21368,^,1,H*LL
21369,N,1,lady/thief/or
21370,N,1,finders
21371,N,1,keepers
21372,A,3,teachable
21373,A,4,HOT
21374,N,9,insertion
21375,N,1,blucon
21376,N,1,homebody
21377,N,2,POINT
21378,N,1,telephonic
21379,N,2,meformin
21380,A,22,79th
21381,A,10,Renal
21382,N,1,week😂😂😂
21383,A,2,calloused
21384,^,1,rod
21385,N,10,farm
21386,^,4,Monster
21387,N,138,mine
21388,N,4,depresion
21389,N,2,deck
21390,N,3,deserts
21391,N,1,scoops
21392,N,1,livedl
21393,^,6,Aid
21394,N,14,Dogs
21395,Z,1,bgl’s
21396,S,1,womans
21397,N,2,visitor
21398,A,3,False
21399,^,3,Minneapolis
21400,^,3,Endos
21401,A,3,shacky
21402,N,1,headacheAs
21403,^,2,Hgb
21404,A,4,tapered
21405,N,2,cue
21406,N,1,stubburn
21407,^,1,carb1
21408,A,2,misreable
21409,^,1,😩😩What
21410,N,2,😩😩
21411,A,1,STUPID
21412,A,1,pointless
21413,A,3,immature
21414,A,1,RUDE
21415,N,1,tortias
21416,^,172,de
21417,N,1,crocodile
21418,N,7,fasts
21419,^,4,Contrave
21420,N,1,900mg
21421,N,1,phytonutrient
21422,^,1,Chlorophyll
21423,N,1,Controls
21424,N,1,carcinogens
21425,N,2,detoxification
21426,^,3,Candida
21427,N,1,albicans
21428,N,1,GREENS
21429,N,3,beds
21430,^,1,helpSo
21431,^,3,CnC
21432,N,3,machinist
21433,^,1,strugglingI
21434,^,1,xHelp
21435,^,1,excising
21436,N,1,habbits
21437,N,2,meds/insulin
21438,^,1,hungry🤔New
21439,N,1,Carnaval
21440,^,1,canadians
21441,^,1,alberta
21442,N,2,breeds
21443,N,3,dog's
21444,^,1,sheba
21445,^,1,inu
21446,N,1,breed
21447,N,1,contraceptives
21448,N,1,days😎
21449,N,1,lottery😂😂😂
21450,A,2,Frustrated
21451,N,2,bummer
21452,A,4,fragile
21453,N,1,vertebrae
21454,N,1,radiologist
21455,N,1,teaspoonful
21456,^,1,Jif
21457,^,1,Buttter
21458,^,1,CallEvening
21459,N,4,xultophy
21460,^,1,TUMERIC
21461,^,1,jwSo
21462,^,1,jw
21463,N,1,Transfer
21464,A,4,1tsp
21465,A,1,Thristy
21466,N,1,somehing
21467,A,4,RAW
21468,^,1,tbl
21469,N,1,monthWent
21470,N,2,scout
21471,N,1,cookies-shame
21472,N,1,Downside
21473,A,1,Upside
21474,^,1,Bfs
21475,A,4,bearable
21476,^,14,Libby
21477,N,1,dachshund
21478,N,1,mamas
21479,N,10,compromise
21480,A,1,gritty
21481,N,1,s'mores
21482,^,2,Vancouver
21483,A,3,chesty
21484,N,2,break-through
21485,A,171,won't
21486,^,1,protean
21487,^,7,U500
21488,^,1,49How
21489,N,1,IR
21490,N,1,pieceOne
21491,^,1,storiesIs
21492,N,1,sermons
21493,^,1,marina
21494,N,1,pre-baby
21495,N,4,unboxing
21496,^,1,MIAOMIAO
21497,^,1,😥I
21498,N,7,Pneumonia
21499,^,1,116Evening
21500,^,7,Julia
21501,^,1,Vargas
21502,N,2,cement
21503,^,1,XxxxHappy
21504,^,1,Spondylosis
21505,A,155,believe
21506,^,1,spondylothesis
21507,^,1,L5-S1
21508,N,2,Stenosis
21509,N,1,DDD
21510,^,1,Testosterone
21511,N,1,achiness
21512,N,1,verge
21513,N,1,Day💖💖💖
21514,A,1,hairy
21515,N,1,dents
21516,^,7,Plain
21517,A,3,Seared
21518,A,1,Occasional
21519,A,2,unmedicated
21520,N,1,Hosp
21521,^,1,#NewBetics
21522,N,1,V-Day
21523,^,1,MySgr
21524,N,8,Boost
21525,N,1,Lobster
21526,N,1,tails
21527,N,2,iphone
21528,^,1,Desert
21529,A,1,conscientious
21530,N,1,Demo
21531,^,2,Batman
21532,A,5,short-acting
21533,A,1,Long-acting
21534,N,1,symphony
21535,^,7,Berberine
21536,N,1,lunch😁😄😊
21537,N,1,sugar/
21538,S,3,Todays
21539,N,3,mart
21540,N,1,granny
21541,N,12,dx
21542,N,1,Americano
21543,N,2,hazelnut
21544,N,3,hwc
21545,N,2,fiancee
21546,N,2,stoke
21547,N,1,dinner(the
21548,N,2,notifications
21549,A,1,dumb/just
21550,A,1,INSANE
21551,^,1,Walmart/CVS
21552,N,6,duty
21553,N,3,Adkins
21554,N,1,group(I
21555,^,1,😕Any
21556,^,1,Keytones
21557,N,3,mucinex
21558,N,1,extravagance
21559,N,2,Kettle
21560,N,1,gourmet
21561,N,1,ekg's
21562,^,1,Randalls/Safeway
21563,N,3,syrups
21564,^,1,Cary
21565,A,1,keto/low
21566,^,1,Erythritol
21567,N,1,meanings
21568,A,75,sleeping
21569,A,1,Scrumptious
21570,N,2,Coca
21571,N,2,Cola
21572,N,3,DP
21573,N,150,guess
21574,N,1,daughter(step
21575,N,1,phot
21576,^,3,⬆️
21577,N,1,insule
21578,N,1,surger
21579,S,2,company's
21580,N,5,sin
21581,^,1,😥😥😥Blood
21582,A,4,Induced
21583,A,1,Secondary
21584,Z,4,Addison's
21585,A,11,adrenal
21586,N,2,insufficiency
21587,N,3,juggle
21588,A,1,viscous
21589,^,1,AI
21590,A,12,pumped
21591,^,7,Glucophage
21592,N,1,diamicron
21593,^,1,pleaseWhat
21594,^,1,👏👏👏Amen
21595,A,3,foul
21596,N,5,threats
21597,A,4,lone
21598,N,1,ranger
21599,A,1,unnamed
21600,A,1,unappealing
21601,N,4,dynamics
21602,^,1,Navy
21603,^,1,Admiral
21604,^,1,McRaven
21605,^,1,Wale
21606,N,6,splitting
21607,A,2,gluta
21608,A,1,cruddy
21609,^,1,O2
21610,^,1,GrrrMy
21611,A,2,good)and
21612,^,4,Andy
21613,^,1,meYesterday
21614,N,1,Stickers
21615,^,1,lemmon
21616,A,3,sorted
21617,N,5,boluses
21618,A,1,clunky
21619,^,3,pip
21620,^,1,carba-nada
21621,^,1,didI
21622,^,2,Brisbane
21623,^,6,north
21624,N,2,heaps
21625,A,1,proximal
21626,^,2,ICR
21627,N,2,afternoons
21628,N,16,download
21629,N,4,lined
21630,S,16,Today’s
21631,^,1,🤠
21632,N,3,24hrs
21633,N,1,A+
21634,N,1,lollies
21635,N,4,reasoning
21636,^,1,t2Please
21637,N,2,beginnings
21638,N,16,b4
21639,N,1685,after
21640,^,2,Dexicom
21641,A,3,EXACT
21642,A,3,SAME
21643,N,1,prep/planning
21644,^,1,lolJust
21645,N,2,turnips
21646,N,4,BC
21647,^,1,Glimipride
21648,^,1,Concerta
21649,^,1,L-Glutimean
21650,^,1,Mulberry
21651,^,1,accue
21652,^,1,aviva
21653,N,2,roulette
21654,N,1,questionThanks
21655,^,2,HFLC
21656,^,3,Tujeo
21657,N,2,diabetes😊
21658,^,1,chocolate🍫
21659,N,1,it🤔
21660,Z,1,Lily's
21661,N,1,stevia💙
21662,N,4,5g
21663,N,1,serving🤯🤩😉
21664,A,2,crummy
21665,N,1,Chorizo
21666,N,3,header
21667,^,1,😫I
21668,^,3,Billy
21669,^,12,Graham
21670,N,3,opinon
21671,N,4,asshole
21672,^,2,Protophane
21673,^,1,macadamia
21674,^,1,141Blood
21675,N,2,conscience
21676,N,3,moral
21677,N,1,tunnels
21678,N,1,equilibrium
21679,N,1,questions-
21680,N,1,Psoriasis
21681,N,2,whiz
21682,^,1,Touchmark
21683,N,2,pbs
21684,^,2,Reeses
21685,N,2,provolone
21686,N,1,unhealthier
21687,N,5,experiance
21688,^,5,Natasha
21689,A,1,manipulative
21690,^,1,carrie
21691,N,4754,be
21692,^,1,xelevia
21693,^,5,Kathleen
21694,^,1,FBG’s
21695,^,1,FBG
21696,Z,1,MDI’s
21697,^,25,S
21698,^,4,Blvd
21699,^,3,Kasych
21700,^,3,ECCC
21701,^,3,Allentown
21702,^,2,jantadueto
21703,^,1,Galvus
21704,N,1,lipitor
21705,A,1,norvasc
21706,N,1,sert
21707,N,1,calostrol
21708,^,1,prothstetic
21709,N,2,pincushions
21710,N,2,sugar/carb
21711,N,1,-sugar
21712,A,2,free-
21713,N,1,sugar/sweetener
21714,A,2,Preheat
21715,A,1,preheat
21716,A,2,bood
21717,A,1,Pickled
21718,A,1,sinful
21719,N,1,warter
21720,^,4,latuda
21721,^,1,Rehovot
21722,A,4,identical
21723,N,1,co-author
21724,^,2,Eran
21725,^,1,Segal
21726,N,2,Math
21727,^,1,😊Who
21728,N,2,m-f
21729,^,1,loadWhat
21730,N,1,breakfest
21731,N,1,trucker
21732,N,5,cheers
21733,^,1,😂😝That
21734,A,1,sleepyCan
21735,N,4,lancer
21736,N,3,thief
21737,A,2,stashing
21738,N,1,suplements
21739,^,5,feb
21740,N,1,Th
21741,N,1,Handfuls
21742,N,2,Diaversery
21743,^,2,Proudtype1diabetic
21744,N,18,ranging
21745,N,2,coffe
21746,N,2,billiards
21747,^,2,Liverbetes
21748,^,1,Ovbiously
21749,^,1,splodges
21750,N,1,kaleidoscope
21751,N,6,paint
21752,N,3,occurrences
21753,N,1,cat's
21754,N,1,buttercup
21755,^,1,Fps
21756,N,7,hugs
21757,^,3,capsaicin
21758,^,1,Metforin
21759,N,1,Ears
21760,N,1,Attempt
21761,A,1,beige
21762,^,3,Metforman
21763,A,1,subtle
21764,N,1,subsitiute
21765,^,1,ALA
21766,N,1,props
21767,^,1,cbg
21768,^,1,Glipzide
21769,^,2,28g
21770,N,12,1g
21771,N,5,rhyme
21772,N,2,day-
21773,N,10,5k
21774,^,1,Truclicity
21775,A,1,batshit
21776,N,1,novirapid
21777,A,1,funny/sad
21778,S,1,mama's
21779,^,3,CAT
21780,N,2,LEG
21781,N,1,PROSTHESIS
21782,^,1,prayersIs
21783,^,4,🌮
21784,^,1,🛎
21785,^,10,PTSD
21786,^,2,U.K.
21787,N,1,Employment
21788,A,1,#livid
21789,N,1,D-chiro-inositol
21790,N,2,inositol
21791,^,2,Myo-inositol
21792,^,2,Hashimotos
21793,N,1,Landlord
21794,N,4,landlord
21795,^,1,Rockmelon
21796,N,2,nibble
21797,^,1,B/Pressure
21798,^,1,hungryJust
21799,^,40,MARCH
21800,N,3,SPIKE
21801,N,1,breadHallo
21802,N,3,canal
21803,N,1,canals
21804,^,2,Basmati
21805,N,3,predicament
21806,^,1,weirdMine
21807,N,1,moon💃🏻🙏🏼👍💞🎉🎊🙋🏻‍♀️🎉🙏🏼🤗👍🎊🙋🏻‍♀️
21808,^,1,🤗🤗🤗🤗🎉🎊🎉🎊🎉🎉🎉🎉🤗🤗🤗🤗💞💞💞
21809,N,1,takings
21810,N,1,week/weekend
21811,^,4,Rosa
21812,^,5,Rodriguez
21813,^,1,Cheddar
21814,^,4,Biscuits
21815,N,3,skewers
21816,N,3,EKG
21817,A,1,Vital
21818,N,12,bend
21819,N,2,cheek
21820,^,1,parotid
21821,^,1,Aigumentin
21822,^,1,betaserc
21823,A,2,reoccurring
21824,^,2,Boric
21825,N,2,suppositories
21826,A,1,pre-set
21827,N,1,pattern(s
21828,N,1,😄Glad
21829,A,1,unstuck
21830,N,3,Halo
21831,^,1,erIn
21832,N,3,cobbler
21833,^,1,Biphasic
21834,N,8,practitioners
21835,^,1,HaloTop
21836,^,4,Dale
21837,^,1,EvansLife
21838,^,3,Evans
21839,^,2,Hartford
21840,^,2,Mihailidis
21841,^,2,Platte
21842,^,1,NEAny
21843,^,1,NE
21844,N,1,pre-d
21845,N,1,stro
21846,^,1,Maui
21847,A,2,prouder
21848,^,1,anywayI
21849,A,1,nervous/excited
21850,N,1,track😊
21851,^,1,Chloraphyll
21852,N,1,Member's
21853,^,1,Hallber
21854,N,1,vomitty
21855,A,1,inexperienced
21856,N,6,Muesli
21857,N,1,no's
21858,^,1,DRI
21859,^,1,biohub
21860,^,1,statics
21861,N,2,DIA-BUDDIES
21862,^,2,ihealth
21863,^,1,#Walgreens
21864,N,4,Police
21865,A,1,(sure
21866,A,1,CRIMINAL
21867,N,4,pds
21868,A,1,PMSing
21869,N,1,hunny
21870,^,2,Inhalable
21871,^,1,handThe
21872,A,1,real-
21873,N,1,fifties
21874,N,1,overwight
21875,N,1,impetus
21876,N,1,Saltines
21877,A,1,indifferent
21878,^,106,While
21879,^,1,themAnyone
21880,N,1,oil/hemp
21881,Z,2,Yesterday’s
21882,N,1,fruites
21883,^,1,🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼😃💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻
21884,A,2,syatic
21885,N,2,Hubbies
21886,A,1,lightest
21887,^,3,Diabecarp
21888,^,2,Weightwatchers
21889,^,4,Touejo
21890,N,1,exercize
21891,N,13,express
21892,N,2,zpac
21893,N,1,-kind
21894,N,1,dissapears
21895,^,1,hyperlipidemia
21896,N,2,spoonfuls
21897,N,1,Horlicks
21898,^,1,unsweetend
21899,N,1,snapchat
21900,^,1,happyA1C
21901,N,1,antidepressant
21902,N,1,Effexor
21903,N,1,d-Chiro-inositol
21904,N,1,Jab
21905,^,7,meEvening
21906,N,2,Leukaemia
21907,N,1,trajentament/diet
21908,N,1,lymphotic
21909,N,3,leukemia
21910,N,1,collectors
21911,S,7,women's
21912,N,1,evidences
21913,N,1,tranquillizers
21914,A,1,lindt
21915,^,1,philipines
21916,N,1,rootop
21917,N,1,deligence
21918,^,1,Recomedations
21919,A,1,peanut-butter
21920,N,1,😂🤩everytime
21921,N,3,socket
21922,A,1,panadiene
21923,N,1,forte
21924,^,1,canestan
21925,N,1,months-
21926,^,1,youGood
21927,N,2,circuit
21928,A,1,better💪🏽
21929,^,2,Maliki
21930,N,1,Rope
21931,^,1,HYPERGLYCEMIA
21932,^,4,KETONES
21933,^,1,Rootbeer
21934,^,1,BistroMD
21935,A,3,EASIER
21936,N,6,adrenaline
21937,N,2,APPETITE
21938,A,2,TINY
21939,N,3,COUPLE
21940,N,2,BITES
21941,N,1,diaces
21942,N,2,nosebleeds
21943,N,5,Boluses
21944,N,1,Adherence
21945,N,2,liposuction
21946,N,5,Games
21947,^,1,metatronic
21948,^,1,eshop
21949,N,1,murse
21950,^,1,SDWR
21951,N,10,Following
21952,N,4,Opportunities
21953,^,5,ea
21954,N,21,grant
21955,^,1,bloodCan
21956,N,1,lipstick
21957,N,6,weed
21958,N,1,correctional
21959,^,2,xHow
21960,N,1,spegatti
21961,N,1,Cornish
21962,N,1,brussle
21963,A,1,elderberry
21964,^,2,quicksets
21965,N,1,7mmol
21966,N,2,insulin/gulucose
21967,N,5,glory
21968,A,1,Romantic
21969,^,14,Beach
21970,^,1,Fast134
21971,A,2,deflated
21972,N,1,cystoscopy
21973,^,1,Anaesthetic
21974,^,1,cybernetic
21975,N,3,rentopathy
21976,N,1,ac12
21977,N,1,Cheezits
21978,^,1,oftenHas
21979,^,1,N+R
21980,N,4,2x/day
21981,A,1,hbaic
21982,N,1,Protip
21983,A,1,flirty
21984,A,1,questionAny
21985,N,78,Add
21986,^,1,Leverme
21987,A,1,prediabetic/diabetic
21988,^,3,Steven
21989,Z,2,King's
21990,N,1,Duma
21991,N,2,characters
21992,N,1,Excersise
21993,A,7,predictable
21994,N,1,tums
21995,N,12,20lbs
21996,N,1,shirt👚(pic)pisses
21997,N,2,sec
21998,A,4,offensive
21999,^,1,Romano
22000,S,3,yesterday's
22001,Z,6,Patrick's
22002,N,2,everyone🍀
22003,^,1,me💙Happy
22004,N,19,understood
22005,A,2,minimised
22006,N,2,stereotype
22007,A,1,diabetic-
22008,N,1,soda/juice
22009,N,2,analogy
22010,A,2,steep
22011,N,2,clumps
22012,N,2,impotence
22013,^,2,ortho
22014,N,1,debates
22015,N,3,crosses
22016,A,31,listening
22017,N,1,dyfusion
22018,N,1,dbts
22019,N,2,PM’s
22020,N,1,thug
22021,N,2,Kuddos
22022,N,1,Dia-buddies
22023,N,1,horsewomen
22024,N,1,headwind
22025,N,2,brace
22026,^,2,woe
22027,^,1,Jeri
22028,N,1,bedwetting
22029,Z,1,Jim’s
22030,^,1,PlzFriends
22031,^,1,meRoll
22032,^,1,medicineHad
22033,^,2,timeAnyone
22034,^,1,Ajwa
22035,Z,1,February's
22036,A,8,award-winning
22037,N,2,ebook
22038,N,1,Intimacy
22039,N,4,Security
22040,N,1,trieing
22041,A,1,blurry/
22042,A,1,misty
22043,N,1,crazytype
22044,N,8,rejection
22045,A,1,NEGATIVE
22046,A,1,GIANT
22047,N,1,HYPOCHONDRIAC
22048,^,2,starbucks
22049,N,1,sparkles
22050,^,7,thursday
22051,^,3,Rando
22052,N,1,beaver
22053,N,1,decay/aches
22054,N,1,diesel
22055,N,1,mechanic
22056,N,5,repair
22057,N,1,mca
22058,N,1,crainyotmy
22059,A,1,intubated
22060,A,1,occupational
22061,N,5,sis
22062,^,8,Mindy
22063,^,1,👯Yea
22064,Z,1,Swinford's
22065,N,1,docters
22066,N,2,6yrs
22067,^,1,😄Anyone
22068,N,3,clamminess
22069,N,3,Pictures
22070,N,1,femeral
22071,N,2,Artery
22072,A,19,amputated
22073,N,2,anaesthetic
22074,N,1,epidural
22075,N,14,freak
22076,^,1,8.48
22077,A,9,unbelievable
22078,A,1,discriminatory
22079,Z,1,😄😄😄Doctor's
22080,A,32,renal
22081,^,1,Cuba
22082,^,1,timeDoes
22083,^,3,gliclazxide
22084,^,1,Antanette
22085,^,9,Watson
22086,N,2,insult
22087,A,1,Gud
22088,^,2,Port
22089,^,1,elizabeth
22090,N,1,sogo
22091,A,2,earlly
22092,N,1,Channa
22093,^,1,todayHas
22094,N,10,gang
22095,A,2,#hypoglycemic
22096,N,7,stenosis
22097,N,1,glucerma
22098,^,1,Myeloproliferative
22099,N,2,medicine(s
22100,N,1,metophormin
22101,A,4,panicky
22102,N,3,stepson
22103,A,1,involuntary
22104,A,1,faithful
22105,N,1,dier
22106,N,1,Blessing
22107,^,4,kat
22108,N,1,endocrinologist/diabetic
22109,N,8,HA1C
22110,^,2,Rosina
22111,^,2,Quigley
22112,Z,2,One's
22113,N,2,Timeline
22114,N,1,canvo
22115,A,1,onl
22116,N,1,miidnight
22117,^,1,nyt
22118,N,1,daudhter
22119,^,1,hypoxix
22120,N,1,notw
22121,N,3,similarities
22122,^,1,Cardiff
22123,^,61,Marathon
22124,N,1,carb-counting
22125,N,1,sinner
22126,Z,4,Dave's
22127,N,5,chief
22128,A,1,lttle
22129,N,1,6ozs
22130,N,6,Flash
22131,A,2,unforeseen
22132,A,1,strictest
22133,A,1,inherent
22134,A,1,MODERATIONKey
22135,N,1,MODERATION
22136,N,5,digits
22137,^,1,sugarsI
22138,A,1,redundant
22139,N,1,17hr
22140,N,15,surgar
22141,^,3,novomix
22142,N,1,7days
22143,N,1,inns
22144,N,13,boundaries
22145,A,1,hella
22146,N,3,dissy
22147,N,1,brand/style
22148,N,3,fond
22149,^,1,Huey
22150,^,1,is😴Insomnia
22151,N,1,reflexology
22152,N,1,qigong
22153,N,3,Dieabetes
22154,^,1,eyesUncontrolled
22155,^,3,Jalapeño
22156,N,1,lmix
22157,N,1,presciption
22158,N,1,fax
22159,A,1,painGroup
22160,N,1,someplace
22161,A,2,excema/cracked
22162,N,1,C-reactive
22163,N,1,methotrexate
22164,N,1,sulfasalazine
22165,^,1,biologics
22166,A,2,semi-annual
22167,N,20,tubeless
22168,N,8,capsules
22169,A,1,back/shoulder
22170,N,3,blade
22171,^,3,physio
22172,^,3,Orthopedic
22173,N,1,scan/x-ray
22174,^,1,neen
22175,^,2,Aic
22176,N,3,accucheck
22177,N,9,spell
22178,A,3,specialised
22179,N,1,diabete-this
22180,^,1,thanksI
22181,^,5,Louis
22182,^,1,Edelman
22183,A,1,2-4ft
22184,^,2,Morocco
22185,N,1,Demerol
22186,N,1,ativan
22187,A,1,yummyyyyyy
22188,N,1,Cashews
22189,N,1,👏🏻🙌🏼👏🏻🙌🏼👏🏻🙌🏼👏🏻🙌🏼😋😋😋😋😋😋😋delishes
22190,A,1,pinkish
22191,^,1,badFBS
22192,N,5,clearance
22193,A,1,better/healthier
22194,N,2,midwife
22195,^,2,metronidazole
22196,N,4,dandruff
22197,N,1,tar
22198,A,1,uncontrolled/controlled/uncontrolled
22199,^,1,🤬☠️🤬☠️
22200,N,3,ovulation
22201,N,24,peeing
22202,N,1,doc)
22203,N,1,sixes
22204,N,3,seam
22205,N,1,non-athletic
22206,^,4,Trucility
22207,N,2,NUMBNESS
22208,N,2,FINGERS
22209,^,1,PREGABALIN
22210,N,1,IMPROVEMENT
22211,N,2,DRUG
22212,A,1,DUE
22213,N,1,NERVE
22214,N,1,DAMAGE
22215,^,1,2xx/1xx
22216,A,3,Odd
22217,N,3,responder
22218,N,1,stud
22219,N,1,coroner
22220,N,1,bunnies
22221,N,1,alopecia
22222,N,1,areata
22223,N,6,gastroperesis
22224,A,1,undigested
22225,N,1,sulfer
22226,S,1,athlete's
22227,N,1,chucks
22228,N,2,cortesone
22229,N,1,Non-prescription
22230,N,7,maker
22231,A,2,One-Touch
22232,N,3,deviation
22233,^,4,Sylvestre
22234,^,7,300mg
22235,N,2,400mg
22236,N,1,destroyer
22237,^,1,Herb
22238,N,1,diahrrea
22239,^,11,Diabuddies
22240,^,1,Diabeauties
22241,^,2,🐰🐣
22242,^,8,Cymbalta
22243,N,1,memo
22244,A,2,undisciplined
22245,A,1,EXTRA
22246,^,1,caffine
22247,N,1,podcaster
22248,N,1,#podcast
22249,^,1,O'Toole
22250,^,1,ROTG
22251,N,1,-Trevo
22252,^,2,FBS132
22253,^,1,Rosser
22254,^,2,M2M
22255,N,1,Moment
22256,A,18,Congressional
22257,N,4,transparency
22258,^,1,#Hashtags
22259,^,1,#m2m
22260,^,1,Tragenta
22261,N,2,overtime
22262,N,2,Toes
22263,^,1,Bypass
22264,^,3,LaShawn
22265,^,1,Ceetelle
22266,^,3,Jacob
22267,^,1,Barnett
22268,A,3,cheapest
22269,N,1,5km
22270,N,3,oak
22271,N,1,today😡😡😡😡
22272,^,1,meIts
22273,N,4,metatarsal
22274,N,55,vent
22275,^,1,Commonwealth
22276,A,2,personable
22277,^,1,Byduran
22278,^,15,🤣
22279,N,12,endocrinologists
22280,N,6,Burnout
22281,A,1,unwilling
22282,N,1,Isolation
22283,N,1,Avoidance
22284,A,3,unmotivated
22285,N,1,idiots
22286,N,1,dependency
22287,A,6,reactive
22288,N,1,victozon
22289,^,1,Nucynta
22290,^,2,Sherry
22291,^,2,invokona
22292,N,1,Cable
22293,^,1,lysine
22294,^,1,abreva
22295,N,1,normalSo
22296,A,14,relieved
22297,A,2,greatful
22298,^,1,cactus🌵🌵🌵🌵
22299,N,1,tapatio
22300,^,1,GcMaf
22301,N,1,researchings
22302,N,4,dumps
22303,N,1,pimento&cheese
22304,N,1,krispies
22305,^,1,checled
22306,N,2,provitas
22307,N,5,peanutbutter
22308,A,1,slowest
22309,^,3,sc
22310,N,1,burbs
22311,N,1,aspirins
22312,N,1,no-doze
22313,^,2,Betes
22314,^,2,Bros
22315,N,1,compilation
22316,^,1,Hayden
22317,^,2,Lantau
22318,N,1,dime-sized
22319,A,1,second-degree
22320,^,1,Clarithromycin
22321,N,7,30s
22322,N,5,testimony
22323,N,1,keywords
22324,^,2,ESIC
22325,N,5,branch
22326,Z,4,Elliot's
22327,^,2,Thalapakatti
22328,^,2,SABA
22329,N,5,DATE
22330,N,2,#Voice
22331,N,1,tremor
22332,N,3,knot
22333,N,1,haze
22334,A,2,stupidest
22335,N,5,pokes
22336,N,11,misdiagnosis
22337,N,5,chin
22338,A,5,thirty
22339,^,1,Lipotor
22340,^,1,McMahon
22341,N,1,ithrive
22342,N,5,docuseries
22343,N,2,pincushion
22344,^,2,Brighton
